objectid_1,objectid,park_cat,tmk,park_type,park_name,main_dist,link_id,legal_acre,globalid,first_base,first_soft,first_foot,first_socc,first_rugb,first_bask,first_tenn,first_voll,first_teth,first_golf,first_comm,first_hiki,first_jogg,first_exer,first_skat,first_sk_1,first_outr,first_picn,first_camp,first_ca_1,first_chil,first_swim,first_gymn,first_indo,first_art_,first_blea,first_bus_,first_co_1,first_conc,first_drin,first_ex_1,first_hand,first_ha_1,first_hist,first_land,first_life,first_ligh,first_park,first_pay_,first_pi_1,first_rest,first_shad,first_show,landwatcon,staffed,phone,total_acre,total_sqft,total_room,maint_dist,neighborho,council,first_city,first_name,first_zip,first_pool,first_po_1,first_po_2,x,y
135,135,1,26024002,1,Kuhio Mini Park #2,1,201,0.12,{46F4CB33-0BC6-4C1B-967B-8F295D44F3F0},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,0.12,5227, ,1,9,4,Honolulu,2476 Kuhio Avenue,96815, , , ,1700851.76018326,39684.3826505965
136,136,1,39022037,2,Koko Head Neighborhood Park,1,131,6.78000021,{350FDACB-A976-4B35-B6F8-F40DDB63477D},F,F,T,F,F,T,F,T,T,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,F,T,T,F, , ,None,6.78,295337, ,1,1,4,Honolulu,435 Poipu Drive,96825, , , ,1740752.6502264,38888.6209722565
137,137,1,26001015,7,Kuhio Beach Park,1,56,3.4000001,{05AB0679-8B3A-4B6C-9936-34890A84167D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,T,T,F,F,F,F,F,T,F,F,T,T,T,T,T, , ,None,3.4,148104, ,1,0,0,Honolulu,2453 Kalakaua Av,96815, , , ,1700038.97211697,39290.1362068188
138,138,1,35011028,3,Kahala Community Park,1,144,8.81000042,{D871DB3C-92D7-4EC5-AB6A-85C301751648},T,F,T,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,T,F,F,F,T,T,F,T,T,F, ,Y,733-7371,8.81,383764, ,1,3,4,Honolulu,4495 Pahoa Avenue,96816, , , ,1713841.2906755,38372.1680908938
139,139,1,24010015,2,Cartwright Neighborhood Park,2,8,2.36999989,{478C905E-A21C-465B-B093-BAC74564C26E},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,T,T,F,T,T,F,F,T,T,F, , ,None,2.37,103237, ,2,10,5,Honolulu,1313 Makiki Street,96814, , , ,1695474.93899969,48965.102379738
140,140,1,21049027,1,Kawaiahao Mini Park,2,386,0.2,{06ADD394-8093-431A-9DDC-FAFEE79DEAC7},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,0.2,8712, ,2,11,6,Honolulu,739 Kawaiahao Street,96813, , , ,1689418.26112634,48603.8132498537
141,141,1,89001002,7,Nanakuli Beach Park,3,21,39.63000107,{48990B80-2626-4E68-87EC-2E13865ACC82},F,T,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,T,T,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,T,T,T,T, ,Y,668-1137,39.63,1726283, ,3,0,0,Waianae,89-269 Farringto,96792, , , ,1591573.13178193,76906.8130539291
142,142,1,85032039,2,Kaupuni Neighborhood Park,3,330,7.51000023,{A14CE227-E92A-47FF-8032-268AF74C4248},F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,7.51,327136, ,3,24,1,Waianae,85-1280 Kaneaki Street,96792, , , ,1584378.73885677,105803.714649007
143,143,1,47011011,6,Kahaluu Regional Park,4,301,34.61000061,{BD8F83F9-DCFF-41E0-A7D8-659307C0C61D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F, ,Y,None,34.61,1507612, ,4,0,0,Kaneohe,47-180-A Waihee,96744, , , ,1694119.89646645,105491.660375393
144,144,1, ,3,Kahaluu Community Park,4,120,5.63000011,{44E66C3D-FCC0-40ED-946E-319C6E0A736C}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,5.63,0, ,0,0,0,Kaneohe,47-260 Waihee Rd,96744, , , ,1693435.5309502,105544.391354725
145,145,1,55002073,14,Kamehameha Highway,4,153,0.04,{0A0FF58A-1BC3-48D9-B71D-27AD5358A3F5},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.04,1742, ,4,0,0,Laie,Kamehameha Highway,96762, , , ,1667875.52145513,173779.830022151
146,146,1,95033093,3,Makaunulau Community Park,3,352,16.09000015,{2E75ED32-299A-41FA-A375-58C7239C1D3F},F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,T,T,T,F, , ,None,16.09,700880, ,3,25,9,Mililani,95-800 Makaunula,96789, , , ,1639206.33559913,105369.349920914
147,147,1,95001050,2,Mililani Waena Neighborhood Park,3,203,7,{FB1EDDCF-4321-48B6-A261-C8A27BFFB6F0},F,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F, , ,None,7,304920, ,3,25,9,Mililani,95-590 Naholoholo Street,96789, , , ,1636461.0826932,105014.153517906
148,148,1,94103001,3,Crestview Community Park,3,262,8.14000034,{85B1D9FA-3595-47F0-961C-0BE7AF846A96},F,T,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,T,F,T,F,F,F,F,T,F,F,T,F,F, ,Y,671-4838,8.14,354578, ,3,22,8,Waipahu,94-1220 Lumikula,96797, , , ,1642155.9594824,88230.6548364195
149,149,1,97068004,2,Manana Neighborhood Park,3,228,4.01999998,{C3259480-30DB-43FD-90C7-116AEB6DBAA2},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,453-7556,4.02,175111, ,3,21,8,Pearl City,1550 Kuahaka Street,96782, , , ,1650383.98023303,87606.3425486342
150,150,1,94007038,2,Waikele Neighborhood Park,3,378,5,{BF0AFAD6-BD94-40C1-ACFF-87BF29E64AC4},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,5,217800, ,3,22,9,Waipio,94-930 Lumiauau Street,96797, , , ,1641563.75126251,85556.5811372867
151,151,1,98050070,2,Waiau Neighborhood Park,3,299,4.57000017,{97957644-9CF1-4F96-892F-C88A3AF2ABE2},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.57,199069, ,3,21,8,Pearl City,98-500 Hookaniki Street,96782, , , ,1655872.8050966,84591.4953975738
152,152,1,35054025,1,Kamole Mini Park,1,230,2.1500001,{E3EFCDC1-AD11-4402-915B-28367FE59079},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,2.15,93654, ,1,2,4,Honolulu,1451 Kamole Street,96821, , , ,1719653.32654155,41381.5963962908
153,153,1,36003001,7,Kawaikui Beach Park,1,259,4.0999999,{C1A8AD7A-1FF9-44F1-BF07-D881C3C1C137},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,T,T,T,F, , ,None,4.1,178596, ,1,0,4,Honolulu,5475 Kalanianaol,96821, , , ,1727183.19139885,40911.2695162737
154,154,1,26004,14,Kalia Road,1,79,0.1,{9CC6EB6C-5D76-4274-808E-31C573068EE6},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.1,4356, ,1,0,4,Honolulu,Kalia Road,96815, , , ,1697454.66860841,40524.905033047
155,155,1,32036010,1,Puu O Kaimuki Mini Park,1,236,2.30999994,{43B2650E-C00D-483C-BB38-6097DE72B33C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F, , ,None,2.31,100624, ,1,4,4,Honolulu,951 Koko Head Av,96816, , , ,1708696.54587032,40372.9864496353
156,156,1,94053119,2,Honowai Neighborhood Park,3,184,6.30999994,{E4950F85-E099-4704-A7D9-8E7DE84AFF08},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F, , ,None,6.31,274864, ,3,22,9,Waipahu,94-660 Honowai Street,96797, , , ,1631271.58163752,78357.0194005589
157,157,1,98057093,2,Nahele Neighborhood Park,3,296,4,{708FEDC2-3D8B-4804-B280-05E43AEC6146},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4,174240, ,3,21,8,Pearl City,98-1801 Nahele Street,96701, , , ,1659729.25992616,87029.3071358924
158,158,1,98052002,4,Waiau District Park,3,297,31.43000031,{24939E6C-C0C0-47F3-8540-9F9B164ED766},T,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,T,F,T,F,F, ,Y,453-7555,31.43,1369091, ,3,21,8,Pearl City,98-1650 Kaahumanu Street,96782, , , ,1656732.71194909,86208.4476573465
159,159,1,98068063,2,Kaahele Neighborhood Park,3,360,4.15999985,{809144F2-68C6-4C48-B3C4-EAD555869C91},F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.16,181210, ,3,21,8,Aiea,98-750 Kaahele Street,96701, , , ,1662294.13385531,85523.4169574619
160,160,1,98060008,2,Newtown Neighborhood Park,3,285,8.07999992,{8828820F-674D-45A3-A306-96B4A5E06BFD},F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,8.08,351965, ,3,21,8,Pearl Cit,98-434 Kaahele S,96701, , , ,1658024.02700748,83455.0104028046
161,161,1,91004124,2,Puuloa Neighborhood Park,3,134,4.34000015,{F8928ABC-FC10-4EE3-A18F-92660A8E7F3F},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.34,189050, ,3,23,1,Ewa Beach,91-1020 Ahona Street,96706, , , ,1636515.3655336,56310.3175358925
162,162,1,91001010,3,Ewa Beach Community Park,3,181,13.25,{93BC1AC9-A245-4F78-94EC-EF8268AB9C55},T,F,F,F,F,T,T,T,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,T,T,F,F,T,T,F, ,Y,689-0370,13.25,577170, ,3,23,1,Ewa Beach,91-955 North Road,96706, , , ,1637836.42167488,53482.1596257901
163,163,1,91024,14,Ewa Beach Road D,3,343,0.03,{1BA78239-7891-4674-9866-CF60A0B486DF},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-024:052 & 053,96706, , , ,1640002.74679963,53019.3589915815
164,164,1,91006,14,Ewa Beach Road B,3,341,0.03,{F129DE20-1507-4DB4-87C1-EF502D3D0B5C},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,23,1,Ewa Beach,next to TMK 9-1-006:033 & 034,96706, , , ,1639414.80941052,52875.6285287036
165,165,1,91024,14,Ewa Beach Road E,3,344,0.03,{D2E7042D-AAB6-4262-B61A-C4BAF4CEA635},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,0,1,Ewa Beach,next to TMK 9-1-024:018,96706, , , ,1640072.90845814,52725.9798978784
166,166,1,91006,14,Ewa Beach Road C,3,342,0.03,{A2626DAE-5F0C-4F0E-A371-B5BEF3881560},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,0,1,Ewa Beach,next to TMK 9-1-006:001,96706, , , ,1639483.47080474,52582.9308182578
167,167,1,91006,14,Ewa Beach Road A,3,340,0.03,{95CE1038-DDE9-499A-A360-0A39E0E8BDCD},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.03,1307, ,3,0,1,Ewa Beach,next to TMK 9-1-006:012,96706, , , ,1638883.0333988,52439.4298707891
168,168,1,37025002,14,Kalanianaole Highway,1,223,0.09,{A9778B33-6A07-4516-8901-57EBDE307062},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.09,3920, ,1,2,4,Honolulu,Kalanianaole Highway,96821, , , ,1729535.21053892,41497.0623809677
169,169,1,95021002,2,Kipapa Neighborhood Park,3,186,5,{EBCC09E4-A5F8-4ED3-8F7C-8A7399A1F176},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,T,F, , ,None,5,217800, ,3,25,9,Mililani,95-440 Kuahelani Avenue,96789, , , ,1635993.40723881,106657.583976008
170,170,1,21009027,1,Kamalii Mini Park,2,170,0.68000001,{957E8F89-62FE-4B41-BDF3-4333E93286DC},F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,F,F,F,F,T,F, , ,None,0.68,29621, ,2,13,6,Honolulu,130 South Beretania Street,96813, , , ,1688559.73814054,52586.9700764207
171,171,1,93002009,13,Ted Makalena Golf Course,3,168,150.75999451,{435C3C3B-240E-4507-B4FB-F0E69293F3B1},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,T,T,F, , ,671-6480,150.76,6567106, ,3,22,9,Waipahu,93-059 Waipio Point Access Ro,96797, , , ,1641499.20380013,77388.652704946
172,172,1,23037001,6,Ala Moana Regional Park,2,36,119.18000031,{D3E0C924-8C49-4CD3-820A-FAAD86675603},F,T,F,F,F,F,T,F,F,F,F,F,T,T,F,F,T,T,F,F,T,F,F,T,T,F,T,F,T,T,T,T,T,T,T,T,F,T,T,T,T,T,T, , ,592-2288,119.18,5191481, ,2,0,4,Honolulu,1201 Ala Moana,96814, , , ,1692084.90296863,42716.06646729
173,173,1,87005005,7,Ulehawa Beach Park,3,196,57.65000153,{05905832-CF11-427B-B84F-07E3A04507BB},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,T,T,T,T, , ,None,57.65,2511234, ,3,0,0,Waianae,87-1581 Farringt,96792, , , ,1584984.09061638,83394.349360249
174,174,1,43003089,14,Mokulua Drive A,4,224,0.08,{32471393-9B18-49E8-AFFF-70AF666F393D},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.08,3485, ,4,31,0,Kailua,Mokulua Drive,96734, , , ,1739204.33705099,78810.0841072578
175,175,1,84001001,7,Mauna Lahilahi Beach Park,3,156,8.73999977,{A5A5F564-F5CD-460A-9891-3E1F5CEE1EAB},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,T,T,T,T, , ,None,8.74,380714, ,3,0,0,Waianae,84-1161 Farringt,96792, , , ,1570524.73580112,106301.091326395
176,176,1,95022001,2,Mililani Neighborhood Park,3,232,5,{1E6DF666-EC2F-442D-A0B4-E64EC29AB974},F,F,F,T,F,T,T,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F, , ,None,5,217800, ,3,25,9,Mililani,94-245 Kaloapau Street,96789, , , ,1633909.76482104,104093.962917677
177,177,1,95048049,2,Michael S. Nakamura Neighborhood Park,3,370,7.78999996,{79CD68DE-4E81-4F08-8E8A-23F95FC4B6CB},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,7.79,339332, ,3,25,9,Mililani,95-1200 Hikikaulia Street,96789, , , ,1637539.12475788,103030.581710236
178,178,1,94005038,2,Hokuahiahi Neighborhood Park,3,294,4.01000023,{907C2F20-0702-4DC4-8486-29646FAD8352},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F, , ,None,4.01,174676, ,3,25,9,Mililani,94-440 Hokuahiahi Street,96789, , , ,1634007.37878836,101326.545374621
179,179,1,94005045,2,Noholoa Neighborhood Park,3,277,7.26000023,{3BC202C4-D547-410B-A737-CB40628D85F4},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,T,F, , ,None,7.26,316246, ,3,25,9,Mililani,94-444 Noholoa Loop,96789, , , ,1637808.45124234,99570.7518720311
180,180,1,97047070,5,Pacific Palisades Entrance Park,3,204,3.91000009,{5678CAB2-9C30-42F1-BB1E-9794C7885D09},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F, , ,None,3.91,170320, ,3,21,8,Pearl Cit,1956 Komo Mai Dr,96782, , , ,1652902.53395239,90662.5154285342
181,181,4,68003039,7,Makaleha Beach Park (undeveloped),4,376,27.71999931,{4D21DF35-6548-44CD-9AF6-B4B45C953E67},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F, , ,None,27.72,1207483, ,4,0,2,Waialua,68-539 Farringto,96791, , , ,1583439.64139432,149491.490628262
182,182,1,54001050,3,Hauula Community Park,4,143,10.39000034,{A298EC24-192F-4F0F-8889-794E57C5F40B},F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,T,F,T,F,F, ,Y,293-5564,10.39,452588, ,4,28,2,Hauula,54-050 Kamehameh,96717, , , ,1671184.41234329,159961.7545052
183,183,1,53010030,14,Kaluanui Road,4,356,0.05,{F36E6217-9D44-4104-AEFF-0B2171E73697},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , ,None,0.05,2178, ,4,0,0,Laie,Kaluanui Road,96762, , , ,1675443.68202512,156774.338037
184,184,1,12001051,1,Mokauea Street Mini Park,2,254,0.31999999,{976486DD-7202-4A15-B99F-1E9A60C13ADD},F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F, , ,None,0.32,13939, ,2,15,7,Honolulu,834 Mokauea Stre,96819, , , ,1681719.54405426,59822.0001126771
185,185,1,18020013,2,Alewa Neighborhood Park,2,26,2.03999996,{0BF9D3B3-68DF-4A84-A51B-434355D546D0},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,F,F,F,T,F,F, , ,None,2.04,88862, ,2,14,6,Honolulu,923 Lolena Street,96817, , , ,1688985.74373392,59494.581836969
186,186,1,21051006,2,Mother Waldron Neighborhood Park,2,46,1.75999999,{D37F6CD9-D205-4BA8-B5D9-F5375A952184},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,T,T,F,F,F,F,T,T,T,F, , ,None,1.76,76666, ,2,11,6,Honolulu,525 Coral Street,96813, , , ,1688574.98988872,48226.9907578797
187,187,1,28013088,1,Wilder Avenue Mini Park,1,251,0.04,{433A9E6C-5E52-456C-BAC9-5B82EF5BFAD4},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F, , ,None,0.04,1742, ,1,7,5,Honolulu,2033 Wilder Avenue,96822, , , ,1699298.16212768,48138.4388929024
188,188,1,23012021,3,Sheridan Community Park,2,278,1.73000002,{2080C572-47C1-4DB4-BF6A-0C9E6CF721D4},F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,T,T,F,T,T,F, ,Y,522-7041,1.73,75359, ,2,11,0,Honolulu,833 Piikoi Street,96814, , , ,1693366.28630473,47734.5960692414
189,189,1,39038001,2,Hahaione Neighborhood Park,1,142,4.09000015,{1B934A92-962E-4026-BA6A-148B98E5E1A5},F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,T,F,F,T,T,F, , ,None,4.09,178160, ,1,1,4,Honolulu,663 Pepeekeo Street,96825, , , ,1739415.91017473,47159.5853740978
190,190,1,11063014,15,Ala Puumalu Community Park,2,466,62.38,{0C76587B-C630-4272-A7B7-BD308815BA39}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Y, ,62.38,2717273, ,2,18,7,Honolulu,1575 Ala Puumalu,96818, , , ,1672247.39407651,68734.1430042885
191,191,1, ,10,Honolulu Zoo,1,10,41.95999908,{D9BDFAAC-12CC-485C-9E98-2659F8FB2253}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9771-7157,41.96,1827778, ,1,5,4,Honolulu,151 Kapahulu Ave,96815, , , ,1701952.35787866,37857.8666304587
192,192,1,42016001,12,Kawai Nui Model Airplane Field,4,193,10.60000038,{679CCDB0-8A7F-4134-987E-018C2433A0C1},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Kailua,1560 Mokapu Sadd,96734, , , ,1720541.22456565,85125.530102983
193,193,3,91012081,4,Ocean Pointe District Park (future),3,9054,18.51000023,{8C132BFC-015C-476B-AB64-743F4C9E1CBF},F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F, , , ,0,0, ,0,0,0,Ewa Beach, ,96706, , , ,1634017.40807611,56933.4144352962
194,194,1,53009044,14,Kaluanui on Kam Hwy A,4,468,0.20999999,{6D6DB9EC-5A61-4E1F-9B06-A2AFF6323F42}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1435, ,3,23,1, , , , , , ,1676065.79260501,155374.606653787
195,195,4,47014018,14,Kaalaea (undeveloped),4,470,0.44,{61E5A87C-35BA-427B-86BC-7809EA811261}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,None,0,0, ,0,0,0, , , , , , ,1693772.91312392,108502.788313952
196,196,1,91030004,14,Pupu St,3,468,0.0313,{D3ED9C24-579A-4818-9D62-4FED2A62FAB8}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1435, ,3,23,1, , , , , , ,1633661.69266082,50888.9071792325
197,197,1, ,14,Ehukai St,4,471,0.005,{7990E942-CCB9-419A-84E6-F39D837D3734}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,None,0,0, ,4,0,0, , , , , , ,1742510.25939498,63317.1830616465
198,198,1,21021025,1,Ceasar and Eleanor Gomes Mini Park,2,465,0.13,{9AAB230D-A3FD-4B1B-A1AB-611AE6245618}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1690595.42643546,52356.9231859834
199,199,1,53009046,14,Kaluanui on Kam Hwy B,4,469,0.13,{41C51AA7-B394-48AD-8A03-33457BDCC89F}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1676235.91569487,155160.378464752
200,200,4, ,12,Kawai Nui Gateway Park (undeveloped),4,410,4.23000002,{4BA95D7D-9155-49B3-9791-FC130EF0ED69}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1723192.36543076,87385.2008978146
201,201,3, ,6,Kalaeloa Regional Park (future),3,128,484,{F959EA84-18CB-4593-A877-B2524DABE904}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1623780.03584837,50585.8981095208
202,202,1, ,12,Barbers Point Campgrounds,3,484,57.84999847,{05AC1199-B0C5-4085-94B7-E8CF236FEF90}, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0, ,0,0,0, , , , , , ,1622220.93598145,49289.8143610214
